,disease,inform_slots
868,Adhesive capsulitis of the shoulder,"['shoulder stiffness or tightness', 'shoulder swelling', 'shoulder pain', 'muscle pain','ankle stiffness or tightness', 'ache all over']"
869,Adhesive capsulitis of the shoulder,"['ankle stiffness or tightness', 'shoulder pain', 'elbow pain', 'ache all over', 'neck pain','shoulder stiffness or tightness', 'shoulder swelling']"
872,Adhesive capsulitis of the shoulder,"['ache all over', 'muscle pain', 'shoulder stiffness or tightness', 'neck pain','shoulder swelling', 'shoulder pain']"
873,Adhesive capsulitis of the shoulder,"['stiffness all over', 'shoulder pain', 'neck pain', 'muscle pain', 'skin on arm or hand looks infected', 'elbow pain','ache all over', 'shoulder stiffness or tightness']"
874,Adhesive capsulitis of the shoulder,"['ache all over', 'shoulder swelling', 'shoulder pain', 'elbow pain', 'arm pain', 'neck pain','skin on arm or hand looks infected', 'shoulder stiffness or tightness']"
875,Adhesive capsulitis of the shoulder,"['muscle pain', 'shoulder stiffness or tightness', 'neck pain', 'ache all over', 'skin on arm or hand looks infected','shoulder pain', 'elbow pain']"
876,Adhesive capsulitis of the shoulder,"['shoulder stiffness or tightness', 'shoulder swelling', 'shoulder pain', 'ache all over', 'neck pain','skin on arm or hand looks infected', 'arm pain']"
878,Adhesive capsulitis of the shoulder,"['neck pain', 'shoulder stiffness or tightness', 'arm pain', 'skin on arm or hand looks infected','shoulder pain', 'shoulder swelling']"
879,Adhesive capsulitis of the shoulder,"['ankle stiffness or tightness', 'muscle pain', 'shoulder swelling', 'arm pain','shoulder stiffness or tightness', 'shoulder pain']"
880,Adhesive capsulitis of the shoulder,"['shoulder stiffness or tightness', 'shoulder pain', 'skin on arm or hand looks infected', 'arm pain','ache all over', 'neck pain']"
881,Adhesive capsulitis of the shoulder,"['shoulder pain', 'neck pain', 'ankle stiffness or tightness', 'shoulder stiffness or tightness', 'ache all over', 'arm pain','shoulder swelling', 'elbow pain']"
882,Adhesive capsulitis of the shoulder,"['ache all over', 'neck pain', 'muscle pain', 'shoulder pain', 'arm pain','shoulder swelling', 'shoulder stiffness or tightness']"
883,Chondromalacia of the patella,"['leg pain', 'knee pain', 'elbow pain','bones are painful', 'problems with movement']"
884,Chondromalacia of the patella,"['problems with movement', 'knee stiffness or tightness', 'elbow pain', 'leg pain','knee pain', 'bones are painful']"
886,Chondromalacia of the patella,"['knee swelling', 'leg pain', 'elbow pain','knee pain', 'problems with movement']"
887,Chondromalacia of the patella,"['problems with movement', 'knee stiffness or tightness', 'leg pain', 'elbow pain','knee pain', 'knee swelling']"
889,Chondromalacia of the patella,"['problems with movement', 'leg pain', 'knee pain', 'bones are painful','knee weakness', 'elbow pain']"
890,Chondromalacia of the patella,"['elbow pain', 'knee pain', 'knee weakness', 'leg pain','problems with movement', 'knee stiffness or tightness']"
892,Chondromalacia of the patella,"['elbow pain', 'knee pain', 'leg pain', 'knee swelling','knee stiffness or tightness', 'knee weakness']"
893,Chondromalacia of the patella,"['knee stiffness or tightness', 'knee pain', 'problems with movement','knee swelling', 'leg pain']"
894,Chondromalacia of the patella,"['elbow pain', 'knee pain', 'knee swelling','problems with movement', 'leg pain']"
895,Chondromalacia of the patella,"['joint pain', 'leg pain', 'knee swelling','knee pain', 'problems with movement']"
897,Chondromalacia of the patella,"['knee pain', 'leg pain', 'problems with movement', 'knee stiffness or tightness','knee swelling', 'knee weakness']"
898,Cystitis,"['suprapubic pain', 'lower abdominal pain', 'painful urination', 'involuntary urination','symptoms of bladder', 'back pain']"
899,Cystitis,"['involuntary urination', 'suprapubic pain', 'back pain', 'blood in urine', 'frequent urination','painful urination', 'lower abdominal pain']"
900,Cystitis,"['suprapubic pain', 'involuntary urination', 'blood in urine', 'frequent urination','lower abdominal pain', 'painful urination']"
901,Cystitis,"['pelvic pain', 'painful urination', 'blood in urine', 'involuntary urination', 'lower abdominal pain', 'frequent urination','sharp abdominal pain', 'suprapubic pain']"
902,Cystitis,"['blood in urine', 'retention of urine', 'back pain', 'side pain', 'painful urination', 'sharp abdominal pain','suprapubic pain', 'frequent urination']"
903,Cystitis,"['painful urination', 'blood in urine', 'involuntary urination', 'sharp abdominal pain', 'retention of urine', 'side pain','frequent urination', 'pelvic pain']"
904,Cystitis,"['lower abdominal pain', 'painful urination', 'suprapubic pain', 'retention of urine', 'involuntary urination', 'symptoms of bladder','frequent urination', 'back pain']"
905,Cystitis,"['painful urination', 'retention of urine', 'sharp abdominal pain', 'symptoms of bladder', 'suprapubic pain','involuntary urination', 'lower abdominal pain']"
906,Cystitis,"['symptoms of bladder', 'involuntary urination', 'lower abdominal pain', 'retention of urine','frequent urination', 'painful urination']"
907,Cystitis,"['pelvic pain', 'sharp abdominal pain', 'retention of urine', 'blood in urine', 'frequent urination','painful urination', 'suprapubic pain']"
908,Cystitis,"['painful urination', 'blood in urine', 'involuntary urination', 'suprapubic pain', 'back pain', 'sharp abdominal pain','side pain', 'frequent urination']"
909,Epididymitis,"['swelling of scrotum', 'retention of urine', 'pain in testicles', 'swollen abdomen','mass in scrotum', 'side pain']"
911,Epididymitis,"['swollen abdomen', 'pain in testicles', 'side pain', 'sharp abdominal pain', 'groin pain','swelling of scrotum', 'retention of urine']"
912,Epididymitis,"['sharp abdominal pain', 'swollen abdomen', 'groin pain', 'swelling of scrotum','retention of urine', 'pain in testicles']"
913,Epididymitis,"['lower body pain', 'pain in testicles', 'groin pain', 'swollen abdomen', 'blood in urine', 'sharp abdominal pain','side pain', 'swelling of scrotum']"
915,Epididymitis,"['groin pain', 'blood in urine', 'side pain', 'painful urination', 'pain in testicles', 'sharp abdominal pain','lower abdominal pain', 'swelling of scrotum']"
916,Epididymitis,"['pain in testicles', 'groin pain', 'lower body pain', 'sharp abdominal pain', 'blood in urine', 'lower abdominal pain','swelling of scrotum', 'retention of urine']"
917,Epididymitis,"['retention of urine', 'pain in testicles', 'groin pain', 'painful urination', 'swollen abdomen', 'mass in scrotum','swelling of scrotum', 'lower abdominal pain']"
918,Epididymitis,"['pain in testicles', 'lower abdominal pain', 'side pain', 'mass in scrotum', 'swelling of scrotum','swollen abdomen', 'blood in urine']"
919,Epididymitis,"['mass in scrotum', 'swollen abdomen', 'retention of urine', 'painful urination','swelling of scrotum', 'pain in testicles']"
920,Epididymitis,"['lower body pain', 'groin pain', 'painful urination', 'lower abdominal pain', 'sharp abdominal pain','pain in testicles', 'swelling of scrotum']"
921,Epididymitis,"['pain in testicles', 'groin pain', 'swollen abdomen', 'swelling of scrotum', 'side pain', 'lower abdominal pain','sharp abdominal pain', 'painful urination']"
922,Acute kidney injury,"['shortness of breath', 'symptoms of the kidneys', 'weakness', 'blood in urine','retention of urine', 'sharp abdominal pain']"
923,Acute kidney injury,"['retention of urine', 'weakness', 'sharp abdominal pain', 'nausea', 'vomiting','shortness of breath', 'symptoms of the kidneys']"
924,Acute kidney injury,"['dizziness', 'blood in urine', 'nausea', 'vomiting','symptoms of the kidneys', 'shortness of breath']"
925,Acute kidney injury,"['blood in urine', 'shortness of breath', 'nausea', 'retention of urine', 'symptoms of the kidneys', 'dizziness','sharp abdominal pain', 'vomiting']"
926,Acute kidney injury,"['sharp abdominal pain', 'vomiting', 'sharp chest pain', 'kidney mass', 'shortness of breath', 'nausea','weakness', 'dizziness']"
927,Acute kidney injury,"['shortness of breath', 'nausea', 'blood in urine', 'sharp abdominal pain', 'sharp chest pain', 'kidney mass','vomiting', 'peripheral edema']"
928,Acute kidney injury,"['peripheral edema', 'shortness of breath', 'weakness', 'kidney mass', 'blood in urine', 'retention of urine','dizziness', 'sharp abdominal pain']"
929,Acute kidney injury,"['shortness of breath', 'sharp chest pain', 'nausea', 'retention of urine', 'weakness','blood in urine', 'symptoms of the kidneys']"
930,Acute kidney injury,"['retention of urine', 'blood in urine', 'peripheral edema', 'kidney mass','dizziness', 'shortness of breath']"
931,Acute kidney injury,"['peripheral edema', 'nausea', 'sharp chest pain', 'sharp abdominal pain', 'dizziness','shortness of breath', 'weakness']"
932,Acute kidney injury,"['weakness', 'nausea', 'blood in urine', 'shortness of breath', 'sharp abdominal pain', 'dizziness','kidney mass', 'sharp chest pain']"
935,Endometriosis,"['sharp abdominal pain', 'hot flashes', 'pelvic pain', 'vaginal pain','chills', 'heavy menstrual flow']"
936,Endometriosis,"['chills', 'sharp abdominal pain', 'burning abdominal pain', 'painful menstruation', 'lower abdominal pain','pelvic pain', 'hot flashes']"
937,Endometriosis,"['painful menstruation', 'vaginal pain', 'lower abdominal pain', 'sharp abdominal pain','hot flashes', 'pelvic pain']"
938,Endometriosis,"['absence of menstruation', 'pelvic pain', 'lower abdominal pain', 'vaginal pain', 'hot flashes', 'painful menstruation','heavy menstrual flow', 'sharp abdominal pain']"
939,Endometriosis,"['heavy menstrual flow', 'intermenstrual bleeding', 'lower abdominal pain', 'infertility', 'pelvic pain', 'painful menstruation','burning abdominal pain', 'sharp abdominal pain']"
940,Endometriosis,"['pelvic pain', 'lower abdominal pain', 'absence of menstruation', 'painful menstruation', 'intermenstrual bleeding', 'infertility','sharp abdominal pain', 'vaginal pain']"
941,Endometriosis,"['absence of menstruation', 'pelvic pain', 'lower abdominal pain', 'infertility', 'vaginal pain', 'chills','sharp abdominal pain', 'burning abdominal pain']"
943,Endometriosis,"['pelvic pain', 'burning abdominal pain', 'heavy menstrual flow', 'chills', 'sharp abdominal pain','vaginal pain', 'hot flashes']"
944,Endometriosis,"['chills', 'vaginal pain', 'absence of menstruation', 'infertility','sharp abdominal pain', 'pelvic pain']"
945,Endometriosis,"['absence of menstruation', 'lower abdominal pain', 'heavy menstrual flow', 'burning abdominal pain', 'painful menstruation','pelvic pain', 'sharp abdominal pain']"
946,Endometriosis,"['pelvic pain', 'painful menstruation', 'chills', 'sharp abdominal pain', 'heavy menstrual flow', 'burning abdominal pain','intermenstrual bleeding', 'lower abdominal pain']"
947,Erectile dysfunction,"['retention of urine', 'involuntary urination', 'impotence', 'penis pain','pain during intercourse', 'blood in urine']"
948,Erectile dysfunction,"['penis pain', 'impotence', 'pain in testicles', 'frequent urination', 'symptoms of prostate','retention of urine', 'involuntary urination']"
949,Erectile dysfunction,"['retention of urine', 'penis pain', 'symptoms of prostate', 'frequent urination','involuntary urination', 'impotence']"
950,Erectile dysfunction,"['premature ejaculation', 'impotence', 'symptoms of prostate', 'penis pain', 'excessive urination at night', 'frequent urination','blood in urine', 'retention of urine']"
952,Erectile dysfunction,"['frequent urination', 'excessive urination at night', 'blood in urine', 'pain in testicles', 'impotence', 'symptoms of prostate','loss of sex drive', 'retention of urine']"
953,Erectile dysfunction,"['retention of urine', 'symptoms of prostate', 'premature ejaculation', 'frequent urination', 'excessive urination at night', 'pain in testicles','impotence', 'penis pain']"
954,Erectile dysfunction,"['involuntary urination', 'impotence', 'symptoms of prostate', 'loss of sex drive', 'penis pain', 'pain during intercourse','retention of urine', 'pain in testicles']"
955,Erectile dysfunction,"['impotence', 'loss of sex drive', 'blood in urine', 'pain during intercourse', 'retention of urine','penis pain', 'involuntary urination']"
957,Erectile dysfunction,"['pain during intercourse', 'penis pain', 'involuntary urination', 'loss of sex drive','retention of urine', 'impotence']"
958,Erectile dysfunction,"['premature ejaculation', 'symptoms of prostate', 'blood in urine', 'pain in testicles', 'frequent urination','impotence', 'retention of urine']"
961,Erectile dysfunction,"['impotence', 'frequent urination', 'penis pain', 'retention of urine', 'blood in urine', 'pain in testicles','excessive urination at night', 'symptoms of prostate']"
963,Endometrial cancer,"['intermenstrual bleeding', 'unpredictable menstruation', 'vaginal bleeding after menopause', 'mass on vulva','absence of menstruation', 'vaginal discharge']"
964,Endometrial cancer,"['absence of menstruation', 'vaginal bleeding after menopause', 'vaginal discharge', 'hot flashes', 'pelvic pain','intermenstrual bleeding', 'unpredictable menstruation']"
965,Endometrial cancer,"['long menstrual periods', 'mass on vulva', 'intermenstrual bleeding', 'hot flashes','unpredictable menstruation', 'vaginal bleeding after menopause']"
966,Endometrial cancer,"['infrequent menstruation', 'vaginal bleeding after menopause', 'pelvic pain', 'mass on vulva', 'unpredictable menstruation', 'hot flashes','long menstrual periods', 'intermenstrual bleeding']"
968,Endometrial cancer,"['hot flashes', 'cramps and spasms', 'long menstrual periods', 'vaginal discharge', 'vaginal bleeding after menopause', 'pelvic pain','vaginal itching', 'intermenstrual bleeding']"
969,Endometrial cancer,"['pelvic pain', 'intermenstrual bleeding', 'infrequent menstruation', 'hot flashes', 'cramps and spasms', 'vaginal discharge','vaginal bleeding after menopause', 'mass on vulva']"
970,Endometrial cancer,"['unpredictable menstruation', 'vaginal bleeding after menopause', 'pelvic pain', 'cramps and spasms', 'mass on vulva', 'absence of menstruation','intermenstrual bleeding', 'vaginal discharge']"
971,Endometrial cancer,"['vaginal bleeding after menopause', 'vaginal itching', 'long menstrual periods', 'absence of menstruation', 'intermenstrual bleeding','mass on vulva', 'unpredictable menstruation']"
972,Endometrial cancer,"['absence of menstruation', 'mass on vulva', 'unpredictable menstruation', 'cramps and spasms','intermenstrual bleeding', 'vaginal bleeding after menopause']"
973,Endometrial cancer,"['infrequent menstruation', 'pelvic pain', 'hot flashes', 'vaginal discharge', 'long menstrual periods','vaginal bleeding after menopause', 'intermenstrual bleeding']"
974,Endometrial cancer,"['vaginal bleeding after menopause', 'hot flashes', 'mass on vulva', 'intermenstrual bleeding', 'vaginal discharge', 'long menstrual periods','cramps and spasms', 'vaginal itching']"
975,Endometrial hyperplasia,"['heavy menstrual flow', 'pelvic pain', 'vaginal bleeding after menopause', 'muscle swelling','back weakness', 'involuntary urination']"
976,Endometrial hyperplasia,"['muscle swelling', 'vaginal bleeding after menopause', 'vaginal discharge', 'unpredictable menstruation', 'involuntary urination','heavy menstrual flow', 'pelvic pain']"
977,Endometrial hyperplasia,"['involuntary urination', 'pelvic pain', 'heavy menstrual flow', 'unpredictable menstruation','vaginal discharge', 'vaginal bleeding after menopause']"
978,Endometrial hyperplasia,"['elbow cramps or spasms', 'vaginal bleeding after menopause', 'heavy menstrual flow', 'pelvic pain', 'vaginal discharge', 'unpredictable menstruation','involuntary urination', 'muscle swelling']"
979,Endometrial hyperplasia,"['involuntary urination', 'pus in sputum', 'vaginal bleeding after menopause', 'vaginal discharge', 'pelvic pain', 'unpredictable menstruation','muscle swelling', 'heavy menstrual flow']"
981,Endometrial hyperplasia,"['involuntary urination', 'heavy menstrual flow', 'pelvic pain', 'unpredictable menstruation', 'back weakness', 'vaginal discharge','vaginal bleeding after menopause', 'elbow cramps or spasms']"
982,Endometrial hyperplasia,"['pelvic pain', 'vaginal bleeding after menopause', 'unpredictable menstruation', 'vaginal discharge', 'low back weakness', 'back weakness','heavy menstrual flow', 'involuntary urination']"
983,Endometrial hyperplasia,"['vaginal bleeding after menopause', 'involuntary urination', 'unpredictable menstruation', 'abnormal size or shape of ear', 'heavy menstrual flow','low back weakness', 'pelvic pain']"
984,Endometrial hyperplasia,"['back weakness', 'low back weakness', 'pelvic pain', 'vaginal discharge','heavy menstrual flow', 'vaginal bleeding after menopause']"
985,Endometrial hyperplasia,"['pelvic pain', 'unpredictable menstruation', 'muscle swelling', 'vaginal discharge', 'involuntary urination','vaginal bleeding after menopause', 'heavy menstrual flow']"
988,Endometrial hyperplasia,"['vaginal bleeding after menopause', 'unpredictable menstruation', 'abnormal size or shape of ear', 'heavy menstrual flow', 'involuntary urination', 'vaginal discharge','muscle swelling', 'pelvic pain']"
989,Fibrocystic breast disease,"['bleeding or discharge from nipple', 'lump or mass of breast', 'skin irritation','frequent menstruation', 'pain or soreness of breast']"
991,Fibrocystic breast disease,"['leg cramps or spasms', 'pain or soreness of breast', 'skin irritation', 'bleeding or discharge from nipple','lump or mass of breast', 'frequent menstruation']"
992,Fibrocystic breast disease,"['leg cramps or spasms', 'pain or soreness of breast', 'absence of menstruation','lump or mass of breast', 'bleeding or discharge from nipple']"
993,Fibrocystic breast disease,"['absence of menstruation', 'pain or soreness of breast', 'lump or mass of breast', 'intermenstrual bleeding','bleeding or discharge from nipple', 'long menstrual periods']"
994,Fibrocystic breast disease,"['absence of menstruation', 'pain or soreness of breast', 'lump or mass of breast', 'frequent menstruation','bleeding or discharge from nipple', 'intermenstrual bleeding']"
995,Fibrocystic breast disease,"['skin irritation', 'lump or mass of breast', 'absence of menstruation', 'pain or soreness of breast','bleeding or discharge from nipple', 'intermenstrual bleeding']"
996,Fibrocystic breast disease,"['skin irritation', 'lump or mass of breast', 'bleeding or discharge from nipple', 'pain or soreness of breast','long menstrual periods', 'intermenstrual bleeding']"
997,Fibrocystic breast disease,"['pain or soreness of breast', 'bleeding or discharge from nipple', 'long menstrual periods','leg cramps or spasms', 'lump or mass of breast']"
998,Fibrocystic breast disease,"['frequent menstruation', 'bleeding or discharge from nipple', 'leg cramps or spasms','pain or soreness of breast', 'lump or mass of breast']"
999,Fibrocystic breast disease,"['bleeding or discharge from nipple', 'long menstrual periods', 'absence of menstruation','lump or mass of breast', 'pain or soreness of breast']"
1000,Fibrocystic breast disease,"['lump or mass of breast', 'bleeding or discharge from nipple', 'leg cramps or spasms', 'pain or soreness of breast','long menstrual periods', 'intermenstrual bleeding']"
1001,Female infertility of unknown cause,"['unpredictable menstruation', 'infertility', 'pain during intercourse','irregular belly button', 'long menstrual periods']"
1002,Female infertility of unknown cause,"['unwanted hair', 'infertility', 'pain during intercourse', 'long menstrual periods','unpredictable menstruation', 'irregular belly button']"
1003,Female infertility of unknown cause,"['unwanted hair', 'long menstrual periods', 'absence of menstruation','infertility', 'unpredictable menstruation']"
1004,Female infertility of unknown cause,"['pain during intercourse', 'scanty menstrual flow', 'unpredictable menstruation', 'infertility', 'long menstrual periods','irregular belly button', 'absence of menstruation']"
1007,Female infertility of unknown cause,"['long menstrual periods', 'unwanted hair', 'absence of menstruation', 'unpredictable menstruation', 'loss of sex drive','infertility', 'bleeding or discharge from nipple']"
1008,Female infertility of unknown cause,"['pain during intercourse', 'long menstrual periods', 'scanty menstrual flow', 'infertility', 'loss of sex drive','unpredictable menstruation', 'unwanted hair']"
1009,Female infertility of unknown cause,"['pain during intercourse', 'unpredictable menstruation', 'long menstrual periods', 'infertility','scanty menstrual flow', 'bleeding or discharge from nipple']"
1010,Female infertility of unknown cause,"['infertility', 'unpredictable menstruation', 'unwanted hair','scanty menstrual flow', 'long menstrual periods']"
1011,Female infertility of unknown cause,"['irregular belly button', 'scanty menstrual flow', 'absence of menstruation','unpredictable menstruation', 'infertility']"
1012,Female infertility of unknown cause,"['unwanted hair', 'infertility', 'bleeding or discharge from nipple', 'loss of sex drive','long menstrual periods', 'unpredictable menstruation']"
Female infertility of unknown cause,Female infertility of unknown cause,"['unpredictable menstruation', 'scanty menstrual flow', 'bleeding or discharge from nipple', 'unwanted hair', 'infertility','pain during intercourse', 'long menstrual periods']"
Chronic kidney disease,Chronic kidney disease,"['shortness of breath', 'symptoms of the kidneys','fatigue']"
Chronic kidney disease,Chronic kidney disease,"['feeling cold', 'fatigue', 'shortness of breath','peripheral edema']"
Chronic kidney disease,Chronic kidney disease,"['shortness of breath', 'fatigue','symptoms of the kidneys']"
Chronic kidney disease,Chronic kidney disease,"['fatigue', 'shortness of breath', 'symptoms of the kidneys','unusual color or odor to urine']"
Chronic kidney disease,Chronic kidney disease,"['fatigue', 'peripheral edema', 'feeling cold','symptoms of the kidneys']"
Chronic kidney disease,Chronic kidney disease,"['fatigue', 'shortness of breath', 'peripheral edema','symptoms of the kidneys']"
Chronic kidney disease,Chronic kidney disease,"['shortness of breath', 'peripheral edema', 'feeling cold','fatigue']"
Chronic kidney disease,Chronic kidney disease,"['shortness of breath', 'symptoms of the kidneys','fatigue']"
Chronic kidney disease,Chronic kidney disease,"['peripheral edema', 'shortness of breath','feeling cold']"
Chronic kidney disease,Chronic kidney disease,"['symptoms of the kidneys', 'fatigue','feeling cold']"
Chronic kidney disease,Chronic kidney disease,"['shortness of breath', 'symptoms of the kidneys', 'fatigue','unusual color or odor to urine']"
Air embolism,Air embolism,"['facial pain', 'knee lump or mass', 'shoulder cramps or spasms', 'fatigue','excessive urination at night', 'joint stiffness or tightness']"
Air embolism,Air embolism,"['excessive urination at night', 'facial pain', 'excessive anger', 'wrist pain', 'pain in eye','shoulder cramps or spasms', 'knee lump or mass']"
Air embolism,Air embolism,"['facial pain', 'excessive urination at night', 'pain during pregnancy', 'ankle pain','knee lump or mass', 'pain in eye']"
Air embolism,Air embolism,"['fatigue', 'pain in eye', 'pain during pregnancy', 'excessive urination at night', 'knee lump or mass', 'wrist pain','excessive anger', 'facial pain']"
Air embolism,Air embolism,"['pain during pregnancy', 'shoulder cramps or spasms', 'joint stiffness or tightness', 'knee lump or mass', 'pain in eye', 'excessive anger','facial pain', 'wrist pain']"
Air embolism,Air embolism,"['pain in eye', 'pain during pregnancy', 'excessive urination at night', 'excessive anger', 'joint stiffness or tightness', 'knee lump or mass','ankle pain', 'fatigue']"
Air embolism,Air embolism,"['fatigue', 'pain in eye', 'facial pain', 'pain or soreness of breast', 'knee lump or mass', 'excessive urination at night','wrist pain', 'pain during pregnancy']"
Air embolism,Air embolism,"['pain in eye', 'pain or soreness of breast', 'pain during pregnancy', 'excessive urination at night', 'facial pain','knee lump or mass', 'fatigue']"
Air embolism,Air embolism,"['excessive urination at night', 'knee lump or mass', 'fatigue', 'pain or soreness of breast','wrist pain', 'pain in eye']"
Air embolism,Air embolism,"['fatigue', 'excessive anger', 'pain during pregnancy', 'wrist pain', 'ankle pain','shoulder cramps or spasms', 'pain in eye']"
Air embolism,Air embolism,"['shoulder cramps or spasms', 'pain during pregnancy', 'excessive urination at night', 'pain in eye', 'joint stiffness or tightness', 'wrist pain','ankle pain', 'excessive anger']"
Fat embolism,Fat embolism,"['facial pain', 'knee lump or mass', 'shoulder cramps or spasms', 'fatigue','excessive urination at night', 'joint stiffness or tightness']"
Fat embolism,Fat embolism,"['excessive urination at night', 'facial pain', 'excessive anger', 'wrist pain', 'pain in eye','shoulder cramps or spasms', 'knee lump or mass']"
Fat embolism,Fat embolism,"['facial pain', 'excessive urination at night', 'pain during pregnancy', 'ankle pain','knee lump or mass', 'pain in eye']"
Fat embolism,Fat embolism,"['fatigue', 'pain in eye', 'pain during pregnancy', 'excessive urination at night', 'knee lump or mass', 'wrist pain','excessive anger', 'facial pain']"
Fat embolism,Fat embolism,"['pain during pregnancy', 'shoulder cramps or spasms', 'joint stiffness or tightness', 'knee lump or mass', 'pain in eye', 'excessive anger','facial pain', 'wrist pain']"
Fat embolism,Fat embolism,"['pain in eye', 'pain during pregnancy', 'excessive urination at night', 'excessive anger', 'joint stiffness or tightness', 'knee lump or mass','ankle pain', 'fatigue']"
Fat embolism,Fat embolism,"['fatigue', 'pain in eye', 'facial pain', 'pain or soreness of breast', 'knee lump or mass', 'excessive urination at night','wrist pain', 'pain during pregnancy']"
Fat embolism,Fat embolism,"['pain in eye', 'pain or soreness of breast', 'pain during pregnancy', 'excessive urination at night', 'facial pain','knee lump or mass', 'fatigue']"
Fat embolism,Fat embolism,"['excessive urination at night', 'knee lump or mass', 'fatigue', 'pain or soreness of breast','wrist pain', 'pain in eye']"
Fat embolism,Fat embolism,"['fatigue', 'excessive anger', 'pain during pregnancy', 'wrist pain', 'ankle pain','shoulder cramps or spasms', 'pain in eye']"
Fat embolism,Fat embolism,"['shoulder cramps or spasms', 'pain during pregnancy', 'excessive urination at night', 'pain in eye', 'joint stiffness or tightness', 'wrist pain','ankle pain', 'excessive anger']"
Drug reaction,Drug reaction,"['allergic reaction', 'headache', 'skin rash', 'abnormal appearing skin','throat swelling', 'nausea']"
Drug reaction,Drug reaction,"['throat swelling', 'allergic reaction', 'lip swelling', 'peripheral edema', 'itching of skin','skin rash', 'vomiting']"
Drug reaction,Drug reaction,"['dizziness', 'abnormal appearing skin', 'peripheral edema', 'itching of skin','headache', 'skin rash']"
Drug reaction,Drug reaction,"['abnormal appearing skin', 'skin rash', 'peripheral edema', 'throat swelling', 'vomiting', 'dizziness','lip swelling', 'itching of skin']"
Drug reaction,Drug reaction,"['lip swelling', 'itching of skin', 'nausea', 'shortness of breath', 'skin rash', 'peripheral edema','allergic reaction', 'dizziness']"
Drug reaction,Drug reaction,"['skin rash', 'peripheral edema', 'abnormal appearing skin', 'lip swelling', 'nausea', 'shortness of breath','itching of skin', 'vomiting']"
Drug reaction,Drug reaction,"['vomiting', 'skin rash', 'allergic reaction', 'shortness of breath', 'abnormal appearing skin', 'throat swelling','dizziness', 'lip swelling']"
Drug reaction,Drug reaction,"['skin rash', 'shortness of breath', 'lip swelling', 'throat swelling', 'allergic reaction','abnormal appearing skin', 'vomiting']"
Drug reaction,Drug reaction,"['throat swelling', 'abnormal appearing skin', 'vomiting', 'shortness of breath','dizziness', 'skin rash']"
Drug reaction,Drug reaction,"['vomiting', 'peripheral edema', 'nausea', 'lip swelling', 'dizziness','skin rash', 'allergic reaction']"
Drug reaction,Drug reaction,"['skin rash', 'peripheral edema', 'abnormal appearing skin', 'allergic reaction', 'nausea', 'dizziness','shortness of breath', 'lip swelling']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['nausea', 'frontal headache', 'headache', 'fainting','low back weakness', 'diarrhea']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['fainting', 'nausea', 'diarrhea', 'vomiting', 'dizziness','headache', 'frontal headache']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['vomiting', 'fainting', 'dizziness', 'nausea','frontal headache', 'headache']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['frontal headache', 'headache', 'dizziness', 'fainting', 'sleepiness', 'nausea','vomiting', 'diarrhea']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['nausea', 'frontal headache', 'depressive or psychotic symptoms', 'sleepiness', 'headache', 'vomiting','diarrhea', 'dizziness']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['headache', 'dizziness', 'fainting', 'vomiting', 'sleepiness', 'depressive or psychotic symptoms','nausea', 'frontal headache']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['frontal headache', 'headache', 'nausea', 'depressive or psychotic symptoms', 'elbow cramps or spasms', 'low back weakness','dizziness', 'sleepiness']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['headache', 'depressive or psychotic symptoms', 'diarrhea', 'low back weakness', 'nausea','elbow cramps or spasms', 'frontal headache']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['low back weakness', 'elbow cramps or spasms', 'frontal headache', 'depressive or psychotic symptoms','dizziness', 'headache']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['fainting', 'vomiting', 'diarrhea', 'depressive or psychotic symptoms', 'dizziness','headache', 'nausea']"
Carbon monoxide poisoning,Carbon monoxide poisoning,"['headache', 'vomiting', 'fainting', 'nausea', 'diarrhea', 'dizziness','depressive or psychotic symptoms', 'sleepiness']"
Fracture of the pelvis,Fracture of the pelvis,"['groin pain', 'delusions or hallucinations', 'hip pain', 'bones are painful','focal weakness', 'side pain']"
Fracture of the pelvis,Fracture of the pelvis,"['focal weakness', 'groin pain', 'side pain', 'leg pain', 'back pain','hip pain', 'delusions or hallucinations']"
Fracture of the pelvis,Fracture of the pelvis,"['groin pain', 'bones are painful', 'back pain', 'leg pain','delusions or hallucinations', 'hip pain']"
Fracture of the pelvis,Fracture of the pelvis,"['difficulty speaking', 'hip pain', 'leg pain', 'bones are painful', 'delusions or hallucinations', 'back pain','ache all over', 'groin pain']"
Fracture of the pelvis,Fracture of the pelvis,"['ache all over', 'knee pain', 'side pain', 'problems with movement', 'hip pain', 'leg pain','groin pain', 'back pain']"
Fracture of the pelvis,Fracture of the pelvis,"['hip pain', 'leg pain', 'bones are painful', 'ache all over', 'knee pain', 'problems with movement','groin pain', 'delusions or hallucinations']"
